epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,6401.97,2.58707,2.01318,2.02514,0.45895,0.48765,0.41547,0.2105,2.68155,2.59001,1.97597,0.000995156,0.000995156,0.000995156
186,6435.12,2.69055,2.09331,2.06281,0.45029,0.44176,0.3962,0.19485,2.70841,2.56685,1.96711,0.000992798,0.000992798,0.000992798
187,6468.1,2.64113,2.28057,2.01251,0.45138,0.48713,0.4044,0.19287,2.77123,2.76334,2.02217,0.00099044,0.00099044,0.00099044
188,6501.7,2.67049,2.211,2.03987,0.69642,0.37162,0.36595,0.17419,2.76296,2.6076,2.00645,0.000988082,0.000988082,0.000988082
189,6535.95,2.64022,2.44499,2.01809,0.71204,0.36918,0.33807,0.17514,2.67208,2.61129,1.98744,0.000985724,0.000985724,0.000985724
190,6572.79,2.67489,2.06637,2.03719,0.49223,0.45211,0.40203,0.20706,2.57458,2.49911,1.95292,0.000983366,0.000983366,0.000983366
191,6608.88,2.61813,1.98973,2.04496,0.47102,0.45654,0.39808,0.20574,2.6404,2.54619,1.9718,0.000981008,0.000981008,0.000981008
192,6642.93,2.63659,2.22049,2.02899,0.51879,0.45461,0.38841,0.19305,2.65014,2.51445,1.98717,0.000978651,0.000978651,0.000978651
193,6676.55,2.71326,2.09028,2.06584,0.48949,0.4926,0.38757,0.20104,2.59579,2.79481,1.98079,0.000976293,0.000976293,0.000976293
194,6709.72,2.7224,2.09406,2.08636,0.69683,0.40537,0.37844,0.19292,2.54331,2.61231,1.93847,0.000973935,0.000973935,0.000973935
195,6742.08,2.61697,2.09272,2.03582,0.69586,0.41677,0.39575,0.19873,2.68976,2.5594,1.93529,0.000971577,0.000971577,0.000971577
196,6777.55,2.46041,2.15984,1.99002,0.39459,0.47329,0.36661,0.19425,2.72687,2.45587,1.95512,0.000969219,0.000969219,0.000969219
197,6814.51,2.61005,2.11957,2.05044,0.5389,0.45528,0.40543,0.20951,2.71569,2.32212,1.98559,0.000966861,0.000966861,0.000966861
198,6848.92,2.54524,1.96455,2.01482,0.69053,0.43814,0.39635,0.20411,2.68002,2.33542,1.96605,0.000964504,0.000964504,0.000964504
199,6882.25,2.70298,1.95807,2.09161,0.47562,0.4072,0.37707,0.19211,2.80629,2.36794,2.03266,0.000962146,0.000962146,0.000962146
200,6915.39,2.58931,2.0854,2.01999,0.36777,0.48005,0.3776,0.19823,2.76282,2.35948,1.99263,0.000959788,0.000959788,0.000959788
201,6948.68,2.61035,2.02472,2.06311,0.4214,0.38722,0.35097,0.18732,2.81933,2.70173,2.00752,0.00095743,0.00095743,0.00095743
202,6982.98,2.5735,2.01648,2.04632,0.29621,0.38288,0.34483,0.18251,2.81455,2.43562,2.02392,0.000955072,0.000955072,0.000955072
203,7019.74,2.61626,2.06375,2.01633,0.5114,0.45431,0.3804,0.21036,2.85153,2.3487,2.0401,0.000952714,0.000952714,0.000952714
204,7056.32,2.5625,2.00672,2.04077,0.48561,0.41495,0.37001,0.19679,2.82419,2.41147,2.02792,0.000950356,0.000950356,0.000950356
205,7090.05,2.62004,2.13431,2.07553,0.53294,0.47834,0.42082,0.21987,2.84395,2.37988,2.07711,0.000947999,0.000947999,0.000947999
206,7123.71,2.61291,2.0423,2.06969,0.51792,0.49163,0.42541,0.215,2.70702,2.55893,2.01786,0.000945641,0.000945641,0.000945641
207,7156.65,2.57953,2.29191,2.03547,0.66656,0.3935,0.40283,0.19293,2.72406,2.70697,2.02442,0.000943283,0.000943283,0.000943283
208,7189.52,2.48871,2.0546,1.98309,0.53647,0.44103,0.38928,0.19681,2.7271,2.5987,2.05187,0.000940925,0.000940925,0.000940925
209,7225.08,2.52073,1.99694,1.99734,0.50225,0.4606,0.41026,0.19074,2.73202,2.76744,2.02666,0.000938567,0.000938567,0.000938567
210,7261.47,2.53412,2.01597,1.98921,0.63316,0.40219,0.41743,0.20838,2.78536,2.67048,1.99344,0.000936209,0.000936209,0.000936209
211,7297.99,2.55925,1.98883,2.03821,0.67222,0.41208,0.41687,0.2086,2.82989,2.58772,2.02429,0.000933851,0.000933851,0.000933851
212,7334.34,2.58426,1.94296,2.04291,0.45008,0.48744,0.39394,0.19278,2.66472,2.85553,2.01703,0.000931494,0.000931494,0.000931494
213,7370.8,2.45651,2.02189,2.03337,0.50379,0.4918,0.42915,0.23097,2.55693,2.55864,1.96265,0.000929136,0.000929136,0.000929136
214,7407.36,2.53654,2.11208,1.99516,0.57654,0.41561,0.42149,0.22446,2.58294,2.42829,1.94541,0.000926778,0.000926778,0.000926778
215,7444.01,2.50656,1.90298,2.02044,0.50962,0.4408,0.39868,0.20073,2.61148,2.49663,1.97811,0.00092442,0.00092442,0.00092442
216,7480.03,2.39181,2.17724,1.95419,0.52853,0.43604,0.40659,0.20371,2.68417,2.69626,2.00692,0.000922062,0.000922062,0.000922062
217,7515.94,2.61442,2.18358,2.05752,0.44456,0.47846,0.40629,0.20683,2.73462,2.63095,1.97486,0.000919704,0.000919704,0.000919704
218,7550.18,2.50166,2.0338,1.97073,0.54031,0.49887,0.42786,0.21344,2.80777,2.29889,1.97944,0.000917347,0.000917347,0.000917347
219,7583.66,2.4894,1.80258,2.01668,0.5517,0.4804,0.43205,0.20894,2.74487,2.37999,1.98586,0.000914989,0.000914989,0.000914989
220,7617.05,2.52373,1.81254,2.01744,0.65207,0.45026,0.45537,0.21196,2.62835,2.36651,1.97247,0.000912631,0.000912631,0.000912631
221,7650.18,2.43741,1.79313,1.95737,0.70863,0.44208,0.45576,0.2093,2.66071,2.30703,1.98723,0.000910273,0.000910273,0.000910273
222,7684.02,2.56588,2.00316,1.98861,0.48091,0.44796,0.38828,0.19913,2.6126,2.3915,1.98649,0.000907915,0.000907915,0.000907915
223,7721.02,2.46196,2.06227,1.92635,0.44825,0.46107,0.41993,0.20409,2.7088,2.49412,1.99959,0.000905557,0.000905557,0.000905557
224,7757.63,2.45527,2.00843,2.00257,0.46092,0.44822,0.40252,0.21155,2.64536,2.68378,2.04055,0.000903199,0.000903199,0.000903199
225,7791.36,2.44274,1.87586,1.97977,0.64489,0.44989,0.39573,0.20158,2.66095,2.5979,1.9915,0.000900842,0.000900842,0.000900842
226,7824.92,2.40445,2.03737,1.99534,0.49295,0.42364,0.40218,0.20266,2.66787,2.44074,1.98896,0.000898484,0.000898484,0.000898484
227,7858,2.42797,1.95018,1.94604,0.48607,0.37516,0.39131,0.19447,2.67703,2.61029,2.00468,0.000896126,0.000896126,0.000896126
228,7890.61,2.42422,1.82752,1.9499,0.4921,0.43984,0.37222,0.19048,2.64426,2.55888,2.01082,0.000893768,0.000893768,0.000893768
229,7925.21,2.5359,2.15947,1.97567,0.5164,0.39618,0.37952,0.19026,2.6944,2.43549,2.02145,0.00089141,0.00089141,0.00089141
230,7962.03,2.41736,1.82325,2.01244,0.63826,0.43112,0.40442,0.19989,2.65262,2.39844,1.96223,0.000889052,0.000889052,0.000889052
231,7997.92,2.434,1.84141,1.98828,0.64972,0.42531,0.40482,0.20592,2.65391,2.57023,1.96298,0.000886694,0.000886694,0.000886694
